yyyy/mm/dd,IdStaz,average,maxtemp,mintemp,deltatemp
2020-03-01,543,7.58,15.9,-1.7,17.6
2020-12-07,543,7.57,14.8,1.6,13.2
2020-01-01,78,6.09,11.1,-3.5,14.6
2020-02-01,78,3.77,12.8,-2.8,15.6
2020-03-01,78,7.69,19.1,-1.9,21.0
2020-04-01,78,9.63,22.1,-1.9,24.0
2020-05-01,78,14.95,31.2,-0.3,31.5
2020-06-01,78,19.33,30.2,8.8,21.4
2020-07-01,78,22.6,34.6,12.6,22.0
2020-08-01,78,25.22,36.7,14.4,22.3
2020-09-01,78,25.15,36.4,15.1,21.3
2020-10-01,78,21.05,84.0,8.1,75.9
2020-11-01,78,13.33,23.9,4.1,19.8
2020-12-01,78,8.89,18.9,-1.8,20.7
2020-01-01,246,5.6,12.3,-0.4,12.7
2020-02-01,246,3.97,14.3,-3.8,18.1
2020-04-21,246,7.13,15.7,0.0,15.7
2020-05-01,246,17.41,26.4,0.0,26.4
2020-06-01,246,19.49,29.1,0.0,29.1
2020-07-01,246,22.51,34.4,13.3,21.1
2020-08-01,246,25.73,37.1,0.0,37.1
2020-09-01,246,25.71,37.3,15.7,21.6
2020-10-01,246,21.06,31.3,8.9,22.4
2020-11-01,246,13.28,22.3,0.0,22.3
2020-12-01,246,9.19,19.6,-0.8,20.4
2020-11-03,486,5.51,12.9,-2.4,15.3
2020-12-01,486,-1.73,12.3,-16.5,28.8
2020-01-01,494,-4.73,5.2,-28.5,33.7
2020-02-01,494,4.08,14.1,-4.7,18.8
2020-03-01,494,7.96,18.9,-2.6,21.5
2020-04-01,494,10.18,22.3,0.0,22.3
2020-05-01,494,15.94,27.3,0.0,27.3
2020-06-01,494,19.33,30.1,0.0,30.1
2020-07-01,494,22.2,34.5,0.0,34.5
2020-08-01,494,25.43,36.6,0.0,36.6
2020-09-01,494,24.78,38.0,0.0,38.0
2020-10-01,494,21.44,33.9,0.0,33.9
2020-11-01,494,13.87,23.8,0.0,23.8
2020-12-01,494,9.07,18.9,-0.9,19.8
2020-01-01,456,5.82,13.0,-2.9,15.9
2020-02-01,456,4.01,13.8,-3.4,17.2
2020-03-01,456,5.62,14.6,-1.5,16.1
2020-04-01,456,6.23,36.7,-3.9,40.6
2020-05-01,456,11.03,21.4,-1.9,23.3
2020-06-01,456,14.24,22.9,5.4,17.5
2020-07-01,456,17.08,27.6,8.6,19.0
2020-08-01,456,19.88,31.3,11.0,20.3
2020-09-01,456,20.45,31.4,11.9,19.5
2020-10-01,456,15.98,26.5,5.0,21.5
2020-11-22,456,10.85,17.8,4.6,13.2
2020-12-01,456,3.61,9.3,-0.8,10.1
2020-01-01,483,3.55,9.8,-4.4,14.2
2020-02-02,483,4.21,14.4,-3.8,18.2
2020-03-01,483,8.12,19.2,-1.8,21.0
2020-04-01,483,10.17,22.0,0.0,22.0
2020-05-01,483,15.91,26.4,1.8,24.6
2020-06-01,483,19.31,28.4,10.3,18.1
2020-07-01,483,22.16,33.2,12.9,20.3
2020-08-01,483,25.46,35.7,16.3,19.4
2020-09-01,483,25.4,36.3,0.0,36.3
2020-10-01,483,21.17,31.7,10.2,21.5
2020-11-01,483,13.86,22.1,6.6,15.5
2020-12-01,483,9.21,19.8,-1.1,20.9
2020-01-01,345,6.08,14.1,-1.7,15.8
2020-02-01,345,4.38,15.2,-3.1,18.3
2020-03-01,345,8.83,17.9,1.4,16.5
2020-04-01,345,9.4,20.9,0.4,20.5
2020-05-01,345,15.47,25.6,3.6,22.0
2020-06-01,345,18.69,27.8,10.4,17.4
2020-07-01,345,21.49,32.2,13.3,18.9
2020-08-01,345,24.58,34.3,16.7,17.6
2020-09-01,345,24.98,35.5,15.1,20.4
2020-10-01,345,20.39,30.4,9.9,20.5
2020-11-08,345,30.32,322.7,8.2,314.5
2020-12-01,345,8.82,17.0,1.6,15.4
2020-01-01,55,5.23,11.9,-1.3,13.2
2020-02-01,55,5.09,15.2,-3.3,18.5
2020-03-01,55,8.01,17.5,1.7,15.8
2020-04-01,55,9.44,21.1,-0.1,21.2
2020-05-01,55,15.27,25.4,1.6,23.8
2020-06-01,55,18.45,27.7,10.0,17.7
2020-07-01,55,21.21,31.3,12.7,18.6
2020-08-01,55,24.18,34.1,15.8,18.3
2020-09-01,55,24.47,35.9,14.6,21.3
2020-10-01,55,20.05,30.0,8.7,21.3
2020-11-01,55,13.24,22.8,6.9,15.9
2020-12-01,55,9.36,20.0,0.8,19.2
2020-01-01,54,5.45,13.6,-1.2,14.8
2020-02-01,54,3.72,14.9,-4.1,19.0
2020-03-01,54,7.34,18.2,-1.8,20.0
2020-05-01,54,9.56,22.1,-1.3,23.4
2020-06-01,54,19.24,28.8,9.2,19.6
2020-07-01,54,22.12,34.2,12.3,21.9
2020-08-01,54,25.06,35.4,14.8,20.6
2020-09-01,54,24.86,36.0,14.9,21.1
2020-10-01,54,20.33,31.2,8.1,23.1
2020-11-01,54,13.45,21.9,5.7,16.2
2020-12-01,54,8.74,19.1,-0.6,19.7
2020-01-01,501,5.61,13.1,-3.3,16.4
2020-02-01,501,4.74,14.6,-3.1,17.7
2020-03-01,501,7.93,18.8,0.5,18.3
2020-04-01,501,9.47,21.4,-0.3,21.7
2020-05-01,501,15.06,26.2,0.0,26.2
2020-06-01,501,18.89,27.6,11.2,16.4
2020-07-01,501,22.11,32.6,13.8,18.8
2020-08-01,501,24.75,34.4,0.0,34.4
2020-09-01,501,24.89,35.9,15.1,20.8
2020-10-01,501,20.7,30.4,8.6,21.8
2020-11-01,501,13.55,21.8,6.9,14.9
2020-12-01,501,9.26,18.1,-0.6,18.7
2020-01-01,452,5.56,11.9,-1.5,13.4
2020-02-01,452,1.79,8.8,-5.7,14.5
2020-03-01,452,2.22,15.2,-5.9,21.1
2020-04-01,452,0.94,13.5,-8.4,21.9
2020-05-16,452,6.1,13.1,-6.7,19.8
2020-06-01,452,4.26,14.6,-17.8,32.4
2020-07-01,452,12.87,19.9,7.8,12.1
2020-08-01,452,15.04,23.3,8.8,14.5
2020-09-01,452,15.45,23.2,7.2,16.0
2020-10-01,452,11.67,19.1,0.8,18.3
2020-11-01,452,6.07,16.8,-1.0,17.8
2020-12-01,452,5.54,14.8,-4.6,19.4
2020-01-01,513,-0.5,9.3,-6.2,15.5
2020-02-01,513,-0.07,7.6,-8.4,16.0
2020-03-01,513,0.34,11.8,-7.2,19.0
2020-04-01,513,-0.43,11.1,-8.1,19.2
2020-05-01,513,5.19,13.7,-8.8,22.5
2020-06-01,513,7.43,15.3,1.0,14.3
