yyyy/mm/dd,IdStaz,average,maxtemp,mintemp,deltatemp
2017-02-01,429,0.02,9.1,-7.4,16.5
2017-03-01,429,4.21,12.8,-2.0,14.8
2017-04-01,429,9.17,18.6,2.6,16.0
2017-05-01,429,10.12,18.4,1.8,16.6
2017-06-01,429,14.38,24.6,4.0,20.6
2017-07-01,429,20.0,28.7,11.4,17.3
2017-08-01,429,20.9,28.6,12.6,16.0
2017-09-01,429,22.19,31.0,12.6,18.4
2017-10-01,429,13.95,22.3,6.7,15.6
2017-11-01,429,12.17,20.7,6.0,14.7
2017-12-01,429,5.84,12.1,-0.6,12.7
2017-10-17,479,2.77,13.1,-2.9,16.0
2017-11-01,479,14.26,22.3,8.2,14.1
2017-12-01,479,9.25,17.3,2.2,15.1
2017-01-01,18,4.83,13.4,-0.4,13.8
2017-02-01,18,1.22,11.2,-6.1,17.3
2017-03-01,18,7.01,15.8,-0.6,16.4
2017-04-01,18,12.35,24.9,2.9,22.0
2017-05-01,18,14.95,24.9,4.2,20.7
2017-06-01,18,19.11,30.9,7.7,23.2
2017-07-01,18,25.16,34.7,14.8,19.9
2017-08-01,18,25.65,33.9,14.8,19.1
2017-09-01,18,26.63,37.1,15.1,22.0
2017-10-01,18,18.36,28.9,9.7,19.2
2017-11-01,18,14.54,25.8,6.0,19.8
2017-12-01,18,8.33,17.1,-1.1,18.2
2017-01-01,157,2.99,10.8,-3.6,14.4
2017-02-01,157,1.73,10.2,-6.9,17.1
2017-03-01,157,7.25,15.3,-0.4,15.7
2017-04-01,157,13.63,25.3,3.2,22.1
2017-05-01,157,16.45,25.6,3.4,22.2
2017-06-01,157,21.31,33.1,9.0,24.1
2017-07-01,157,27.25,35.9,16.8,19.1
2017-08-01,157,28.63,36.2,16.8,19.4
2017-09-04,157,28.7,39.1,15.7,23.4
2017-10-01,157,19.42,30.0,9.3,20.7
2017-11-01,157,15.33,26.4,5.6,20.8
2017-12-01,157,8.13,18.2,-1.6,19.8
2017-06-23,472,3.09,9.2,-4.8,14.0
2017-07-01,472,23.03,35.8,-573.3,609.1
2017-08-01,472,24.98,35.3,-573.3,608.6
2017-09-01,472,24.42,38.0,-573.3,611.3
2017-10-01,472,15.53,28.9,-573.3,602.2
2017-11-01,472,13.95,25.6,-573.3,598.9
2017-12-01,472,7.83,17.6,-1.6,19.2
2017-01-01,221,2.3,9.1,-4.9,14.0
2017-02-01,221,0.49,12.2,-9.7,21.9
2017-03-01,221,6.28,16.8,-1.8,18.6
2017-04-01,221,11.66,26.0,0.4,25.6
2017-05-01,221,14.54,25.4,0.7,24.7
2017-06-01,221,18.82,33.3,6.9,26.4
2017-07-01,221,24.37,36.3,11.3,25.0
2017-08-01,221,24.99,36.3,12.2,24.1
2017-09-01,221,25.79,38.9,13.7,25.2
2017-10-01,221,18.01,29.2,10.0,19.2
2017-11-01,221,13.89,25.3,5.2,20.1
2017-12-01,221,7.75,17.2,-2.1,19.3
2017-01-01,21,2.32,9.8,-5.4,15.2
2017-02-01,21,0.75,13.3,-9.1,22.4
2017-03-01,21,6.74,16.9,-1.3,18.2
2017-04-01,21,12.06,25.2,1.3,23.9
2017-05-01,21,14.74,25.3,0.4,24.9
2017-06-01,21,18.71,31.6,6.3,25.3
2017-07-01,21,25.03,36.1,13.5,22.6
2017-08-01,21,25.52,34.9,11.6,23.3
2017-09-01,21,26.22,38.1,13.2,24.9
2017-10-01,21,17.93,28.9,9.2,19.7
2017-11-01,21,13.87,27.9,4.7,23.2
2017-12-01,21,7.58,16.8,-2.9,19.7
2017-01-01,435,2.58,11.9,-5.9,17.8
2017-02-01,435,-0.54,7.8,-8.7,16.5
2017-03-01,435,3.9,11.4,-0.8,12.2
2017-04-01,435,8.33,17.8,1.4,16.4
2017-05-01,435,9.97,18.0,0.0,18.0
2017-06-01,435,13.54,24.1,0.0,24.1
2017-07-01,435,19.46,28.3,0.0,28.3
2017-08-01,435,20.24,28.7,0.0,28.7
2017-09-01,435,21.68,30.9,12.8,18.1
2017-10-01,435,13.16,21.9,0.0,21.9
2017-11-01,435,11.63,20.1,4.7,15.4
2017-12-01,435,5.17,12.3,-1.9,14.2
2017-01-01,237,2.44,13.6,-3.3,16.9
2017-02-01,237,1.79,12.2,-6.1,18.3
2017-03-01,237,7.07,15.8,0.7,15.1
2017-04-01,237,12.59,24.8,4.0,20.8
2017-05-01,237,15.18,24.7,5.4,19.3
2017-06-01,237,19.41,31.2,7.2,24.0
2017-07-01,237,25.31,34.8,15.6,19.2
2017-08-01,237,25.91,34.2,14.8,19.4
2017-09-01,237,27.0,37.1,15.1,22.0
2017-10-01,237,18.67,27.7,11.2,16.5
2017-11-01,237,15.25,25.8,6.7,19.1
2017-12-01,237,8.53,16.8,-0.3,17.1
2017-01-01,38,1.77,11.2,-7.7,18.9
2017-02-01,38,-2.45,8.2,-12.7,20.9
2017-03-01,38,1.73,11.2,-3.6,14.8
2017-04-01,38,5.79,14.4,-2.3,16.7
2017-05-01,38,6.37,15.5,-4.6,20.1
2017-06-01,38,10.63,19.8,0.0,19.8
2017-07-01,38,15.89,24.6,6.3,18.3
2017-08-01,38,16.86,24.6,8.7,15.9
2017-09-01,38,17.6,27.3,8.8,18.5
2017-10-01,38,10.25,17.8,4.2,13.6
2017-11-01,38,8.62,17.7,0.4,17.3
2017-12-01,38,2.73,12.9,-5.7,18.6
2017-01-01,454,0.1,14.1,-7.5,21.6
2017-02-01,454,1.12,13.2,-6.5,19.7
2017-03-01,454,5.97,18.1,-0.1,18.2
2017-04-01,454,11.57,26.6,3.2,23.4
2017-05-01,454,13.99,28.1,3.0,25.1
2017-07-29,454,15.84,30.0,5.2,24.8
2017-08-01,454,23.62,30.0,16.9,13.1
2017-09-01,454,25.09,34.4,14.4,20.0
2017-10-01,454,16.48,25.8,9.0,16.8
2017-11-01,454,14.19,24.0,7.5,16.5
2017-12-01,454,7.88,15.4,0.3,15.1
2017-01-01,78,4.01,13.1,-1.9,15.0
2017-02-01,78,1.2,9.8,-7.1,16.9
2017-03-01,78,6.57,14.8,-0.8,15.6
2017-04-01,78,11.89,25.1,2.0,23.1
2017-05-01,78,14.58,24.5,2.3,22.2
2017-06-01,78,19.24,32.7,-5.6,38.3
2017-07-01,78,25.18,36.1,13.4,22.7
2017-08-01,78,25.95,36.0,8.9,27.1
2017-09-01,78,26.23,38.1,14.6,23.5
2017-10-01,78,18.18,28.8,10.0,18.8
2017-11-01,78,14.07,24.4,5.4,19.0
2017-12-01,78,7.91,16.7,-1.5,18.2
2017-01-01,246,2.63,9.7,-3.6,13.3
2017-02-01,246,1.37,10.9,-6.3,17.2
2017-03-01,246,6.93,15.7,0.0,15.7
2017-04-01,246,12.37,24.9,3.1,21.8
2017-05-01,246,15.17,24.6,5.5,19.1
2017-06-01,246,19.35,31.9,0.0,31.9
2017-07-01,246,25.54,35.4,0.0,35.4
2017-08-01,246,26.07,35.5,0.0,35.5
2017-09-01,246,26.79,38.2,0.0,38.2
2017-10-01,246,18.41,28.3,10.4,17.9
2017-11-01,246,14.62,24.7,6.4,18.3
2017-12-01,246,7.93,16.3,-0.9,17.2
2017-01-01,456,3.17,11.2,-3.7,14.9
2017-02-01,456,-0.04,9.0,-8.7,17.7
2017-03-01,456,4.28,10.2,-1.4,11.6
2017-04-01,456,8.75,20.0,0.1,19.9
2017-05-01,456,10.56,21.4,1.0,20.4
2017-06-01,456,13.86,24.4,3.6,20.8
2017-07-21,456,18.74,27.4,9.5,17.9
2017-08-03,456,21.75,28.3,15.5,12.8
2017-09-01,456,21.31,31.7,12.4,19.3
2017-10-05,456,14.32,20.6,9.5,11.1
2017-11-03,456,11.67,19.9,3.7,16.2
2017-12-01,456,6.27,14.4,-2.5,16.9
2017-01-01,345,3.37,16.0,-4.2,20.2
2017-02-01,345,1.53,11.3,-5.6,16.9
2017-03-01,345,6.76,16.1,1.6,14.5
2017-04-01,345,12.23,24.4,4.2,20.2
2017-05-01,345,14.72,24.5,4.3,20.2
2017-06-01,345,19.08,31.8,6.7,25.1
2017-07-01,345,24.95,36.1,15.3,20.8
2017-08-01,345,25.34,33.5,15.6,17.9
2017-09-01,345,26.1,36.5,15.9,20.6
2017-10-01,345,18.84,28.7,12.2,16.5
2017-11-01,345,14.71,24.0,7.9,16.1
2017-12-01,345,8.08,16.9,-0.1,17.0
2017-01-01,55,3.39,11.9,-2.0,13.9
2017-02-01,55,1.86,11.6,-5.6,17.2
2017-03-01,55,6.79,15.8,1.6,14.2
2017-04-01,55,12.21,24.1,4.4,19.7
2017-05-01,55,14.09,23.7,0.0,23.7
2017-06-01,55,18.49,31.0,7.2,23.8
2017-07-01,55,24.53,35.2,14.3,20.9
2017-08-01,55,25.15,34.0,14.7,19.3
2017-09-01,55,25.72,36.2,15.6,20.6
2017-10-01,55,16.76,28.3,0.0,28.3
2017-11-01,55,12.23,24.1,0.0,24.1
2017-12-01,55,6.31,17.4,-0.1,17.5
2017-01-01,54,2.87,11.6,-2.2,13.8
2017-02-01,54,0.82,11.8,-6.8,18.6
2017-03-01,54,6.77,16.6,0.0,16.6
2017-04-01,54,11.94,25.5,2.6,22.9
2017-05-01,54,15.08,25.9,2.9,23.0
2017-06-01,54,19.2,32.1,5.8,26.3
2017-07-01,54,25.14,36.1,13.2,22.9
2017-08-01,54,25.73,36.2,13.3,22.9
2017-09-01,54,26.27,37.4,14.6,22.8
2017-10-01,54,17.81,28.9,9.2,19.7
2017-11-01,54,14.09,25.3,4.6,20.7
2017-12-01,54,7.6,16.7,-1.8,18.5
2017-01-01,452,2.82,10.7,-3.9,14.6
2017-02-01,452,-3.18,6.4,-12.1,18.5
2017-03-01,452,1.02,10.9,-5.3,16.2
2017-04-01,452,4.43,13.8,-3.4,17.2
2017-05-01,452,4.45,12.6,-5.2,17.8
2017-06-01,452,8.22,17.4,-0.6,18.0
2017-07-01,452,14.56,22.7,6.6,16.1
2017-08-01,452,15.28,22.7,7.3,15.4
2017-09-01,452,16.35,24.6,7.8,16.8
2017-10-28,452,9.94,15.2,3.8,11.4
2017-11-01,452,5.92,12.5,1.2,11.3
2017-12-01,452,1.95,10.3,-5.4,15.7
2017-01-01,457,-0.8,13.8,-8.0,21.8
2017-02-01,457,-4.44,4.2,-13.9,18.1
2017-03-01,457,-0.34,9.1,-5.9,15.0
2017-04-01,457,2.83,10.0,-5.3,15.3
2017-05-01,457,3.04,10.1,-6.8,16.9
2017-06-01,457,7.17,16.0,-2.5,18.5
2017-07-01,457,12.75,20.9,5.0,15.9
2017-08-01,457,13.47,20.1,5.9,14.2
2017-09-01,457,14.79,23.1,5.8,17.3
2017-10-01,457,6.99,13.2,0.2,13.0
2017-11-01,457,7.37,16.1,-0.6,16.7
2017-12-01,457,0.65,8.7,-7.6,16.3
2002-05-11,461,-2.37,11.1,-9.4,20.5
2017-01-06,461,0.0,0.0,0.0,0.0
2017-02-01,461,0.69,10.8,-7.3,18.1
2017-03-01,461,6.89,15.3,1.0,14.3
2017-04-01,461,11.65,23.9,2.5,21.4
2017-05-01,461,13.98,24.6,2.5,22.1
2017-06-01,461,18.22,30.1,0.0,30.1
2017-07-01,461,24.06,34.5,0.0,34.5
2017-08-01,461,24.7,33.6,0.0,33.6
2017-09-01,461,25.48,37.1,14.4,22.7
2017-10-01,461,17.3,27.4,0.0,27.4
2017-11-01,461,13.87,23.5,0.0,23.5
2017-12-01,461,7.9,15.8,-0.8,16.6
2017-01-01,19,3.24,10.6,-3.2,13.8
2017-02-01,19,1.54,9.9,-6.3,16.2
2017-03-01,19,7.16,15.5,-0.6,16.1
2017-04-01,19,12.7,25.9,3.4,22.5
2017-05-01,19,15.49,25.8,4.3,21.5
2017-06-01,19,19.85,33.0,7.6,25.4
2017-07-01,19,26.23,36.9,15.7,21.2
2017-08-01,19,26.61,36.4,15.9,20.5
2017-09-01,19,27.1,38.8,14.9,23.9
2017-10-01,19,17.95,29.4,11.1,18.3
2017-11-01,19,14.86,24.7,6.6,18.1
2017-12-01,19,8.57,16.7,-0.6,17.3
2017-07-14,474,3.2,10.5,-3.2,13.7
2017-08-01,474,24.28,34.0,0.0,34.0
2017-09-01,474,25.44,38.4,0.0,38.4
2017-10-01,474,17.32,28.1,0.0,28.1
2017-11-01,474,11.94,25.5,0.0,25.5
2017-12-01,474,5.83,18.5,-0.9,19.4
2017-04-02,59,2.59,10.9,-3.2,14.1
2017-05-20,59,10.06,50.7,3.3,47.4
2017-06-02,59,13.58,14.8,12.3,2.5
2017-07-03,59,19.12,24.2,8.4,15.8
2017-08-01,59,20.1,25.4,10.5,14.9
2017-09-01,59,18.79,29.2,9.4,19.8
2017-10-01,59,11.4,19.6,4.2,15.4
2017-11-01,59,9.62,19.8,1.2,18.6
2017-12-01,59,3.26,13.4,-10.6,24.0
2017-01-01,360,0.04,8.3,-7.4,15.7
2017-02-01,360,1.32,11.5,-6.8,18.3
2017-03-01,360,6.73,16.3,0.8,15.5
2017-04-01,360,12.25,24.7,3.5,21.2
2017-05-01,360,14.6,24.6,-22.4,47.0
2017-06-01,360,18.95,31.4,5.4,26.0
2017-07-01,360,24.72,35.5,14.0,21.5
2017-08-01,360,25.22,35.6,15.1,20.5
2017-09-01,360,26.22,37.5,15.7,21.8
2017-10-01,360,18.15,30.0,10.2,19.8
2017-11-01,360,14.74,25.7,6.7,19.0
2017-12-01,360,8.07,16.8,-0.3,17.1
2002-05-14,509,3.61,11.6,-2.6,14.2
2017-08-08,476,0.0,0.0,0.0,0.0
2017-09-01,476,21.07,29.2,13.8,15.4
2017-10-01,476,14.16,22.3,7.9,14.4
2017-11-01,476,12.12,19.6,5.8,13.8
2017-12-01,476,5.7,12.6,-0.9,13.5
2017-01-01,125,2.63,9.7,-3.2,12.9
2017-02-01,125,1.84,13.1,-7.3,20.4
2017-03-01,125,7.47,17.6,0.4,17.2
2017-04-01,125,13.0,26.6,3.6,23.0
2017-05-01,125,15.52,25.4,3.1,22.3
2017-06-01,125,19.74,32.7,7.8,24.9
2017-07-01,125,25.71,36.3,14.1,22.2
2017-08-01,125,26.44,36.1,13.3,22.8
2017-09-01,125,27.16,38.5,15.1,23.4
2017-10-02,125,18.81,29.3,10.1,19.2
2017-11-01,125,14.69,26.7,5.8,20.9
2017-12-01,125,8.35,17.6,-1.6,19.2
2017-06-17,470,3.74,13.1,-4.3,17.4
2017-09-23,470,22.9,22.9,22.9,0.0
2017-10-01,470,12.11,18.4,8.8,9.6
2017-11-01,470,11.87,21.2,4.1,17.1
2017-12-01,470,5.05,13.6,-2.3,15.9
2017-01-01,24,2.61,15.0,-3.8,18.8
2017-02-01,24,0.89,10.7,-7.8,18.5
2017-03-01,24,7.4,15.5,0.1,15.4
2017-04-01,24,12.04,25.0,2.6,22.4
2017-05-01,24,15.09,25.2,2.7,22.5
2017-06-04,24,18.69,31.0,6.7,24.3
2017-07-01,24,25.84,35.5,15.0,20.5
2017-08-01,24,25.82,35.5,13.3,22.2
2017-09-01,24,26.65,38.3,14.1,24.2
2017-10-01,24,18.29,28.6,8.9,19.7
2017-11-01,24,14.46,25.6,5.6,20.0
2017-12-01,24,7.93,17.3,-2.2,19.5
2017-06-17,469,3.1,10.4,-3.5,13.9
2017-07-01,469,27.34,35.3,17.4,17.9
2017-08-01,469,26.83,35.3,17.2,18.1
2017-09-01,469,27.9,38.1,16.7,21.4
2017-10-01,469,19.4,28.7,12.3,16.4
2017-01-01,139,17.24,24.3,11.4,12.9
2017-02-01,139,1.5,12.1,-6.1,18.2
2017-03-01,139,7.17,17.0,-0.2,17.2
2017-04-01,139,12.84,26.2,2.8,23.4
2017-05-01,139,15.76,25.8,4.5,21.3
2017-06-01,139,20.18,33.2,7.4,25.8
2017-07-01,139,26.1,36.2,0.0,36.2
2017-08-01,139,26.51,36.0,0.0,36.0
2017-09-01,139,27.2,38.9,15.3,23.6
2017-10-01,139,19.01,29.8,10.0,19.8
2017-11-01,139,14.95,25.9,6.2,19.7
2017-12-01,139,8.34,17.9,-1.0,18.9
2018-01-01,429,3.11,9.5,-3.7,13.2
2018-02-01,429,0.02,9.1,-7.4,16.5
2018-03-01,429,4.21,12.8,-2.0,14.8
2018-04-01,429,9.17,18.6,2.6,16.0
2018-05-01,429,10.12,18.4,1.8,16.6
2018-06-01,429,14.38,24.6,4.0,20.6
2018-07-01,429,20.0,28.7,11.4,17.3
2018-08-01,429,20.9,28.6,12.6,16.0
2018-09-01,429,22.19,31.0,12.6,18.4
2018-10-01,429,13.95,22.3,6.7,15.6
2018-11-01,429,12.17,20.7,6.0,14.7
2018-12-01,429,5.84,12.1,-0.6,12.7
2018-10-17,479,2.77,13.1,-2.9,16.0
2018-11-01,479,14.26,22.3,8.2,14.1
2018-12-01,479,9.25,17.3,2.2,15.1
2018-01-01,18,4.83,13.4,-0.4,13.8
2018-02-01,18,1.22,11.2,-6.1,17.3
2018-03-01,18,7.01,15.8,-0.6,16.4
2018-04-01,18,12.35,24.9,2.9,22.0
2018-05-01,18,14.95,24.9,4.2,20.7
2018-06-01,18,19.11,30.9,7.7,23.2
2018-07-01,18,25.16,34.7,14.8,19.9
2018-08-01,18,25.65,33.9,14.8,19.1
2018-09-01,18,26.63,37.1,15.1,22.0
2018-10-01,18,18.36,28.9,9.7,19.2
2018-11-01,18,14.54,25.8,6.0,19.8
2018-12-01,18,8.33,17.1,-1.1,18.2
2018-01-01,157,2.99,10.8,-3.6,14.4
2018-02-01,157,1.73,10.2,-6.9,17.1
2018-03-01,157,7.25,15.3,-0.4,15.7
2018-04-01,157,13.63,25.3,3.2,22.1
2018-05-01,157,16.45,25.6,3.4,22.2
2018-06-01,157,21.31,33.1,9.0,24.1
2018-07-01,157,27.25,35.9,16.8,19.1
2018-08-01,157,28.63,36.2,16.8,19.4
2018-09-04,157,28.7,39.1,15.7,23.4
2018-10-01,157,19.42,30.0,9.3,20.7
2018-11-01,157,15.33,26.4,5.6,20.8
2018-12-01,157,8.13,18.2,-1.6,19.8
2018-06-23,472,3.09,9.2,-4.8,14.0
2018-07-01,472,23.03,35.8,-573.3,609.1
2018-08-01,472,24.98,35.3,-573.3,608.6
2018-09-01,472,24.42,38.0,-573.3,611.3
2018-10-01,472,15.53,28.9,-573.3,602.2
2018-11-01,472,13.95,25.6,-573.3,598.9
2018-12-01,472,7.83,17.6,-1.6,19.2
2018-01-01,221,2.3,9.1,-4.9,14.0
2018-02-01,221,0.49,12.2,-9.7,21.9
2018-03-01,221,6.28,16.8,-1.8,18.6
2018-04-01,221,11.66,26.0,0.4,25.6
2018-05-01,221,14.54,25.4,0.7,24.7
2018-06-01,221,18.82,33.3,6.9,26.4
2018-07-01,221,24.37,36.3,11.3,25.0
2018-08-01,221,24.99,36.3,12.2,24.1
2018-09-01,221,25.79,38.9,13.7,25.2
2018-10-01,221,18.01,29.2,10.0,19.2
2018-11-01,221,13.89,25.3,5.2,20.1
2018-12-01,221,7.75,17.2,-2.1,19.3
2018-01-01,21,2.32,9.8,-5.4,15.2
2018-02-01,21,0.75,13.3,-9.1,22.4
2018-03-01,21,6.74,16.9,-1.3,18.2
2018-04-01,21,12.06,25.2,1.3,23.9
2018-05-01,21,14.74,25.3,0.4,24.9
2018-06-01,21,18.71,31.6,6.3,25.3
2018-07-01,21,25.03,36.1,13.5,22.6
2018-08-01,21,25.52,34.9,11.6,23.3
2018-09-01,21,26.22,38.1,13.2,24.9
2018-10-01,21,17.93,28.9,9.2,19.7
2018-11-01,21,13.87,27.9,4.7,23.2
2018-12-01,21,7.58,16.8,-2.9,19.7
2018-01-01,435,2.58,11.9,-5.9,17.8
2018-02-01,435,-0.54,7.8,-8.7,16.5
2018-03-01,435,3.9,11.4,-0.8,12.2
2018-04-01,435,8.33,17.8,1.4,16.4
2018-05-01,435,9.97,18.0,0.0,18.0
2018-06-01,435,13.54,24.1,0.0,24.1
2018-07-01,435,19.46,28.3,0.0,28.3
2018-08-01,435,20.24,28.7,0.0,28.7
2018-09-01,435,21.68,30.9,12.8,18.1
2018-10-01,435,13.16,21.9,0.0,21.9
2018-11-01,435,11.63,20.1,4.7,15.4
2018-12-01,435,5.17,12.3,-1.9,14.2
2018-01-01,237,2.44,13.6,-3.3,16.9
2018-02-01,237,1.79,12.2,-6.1,18.3
2018-03-01,237,7.07,15.8,0.7,15.1
2018-04-01,237,12.59,24.8,4.0,20.8
2018-05-01,237,15.18,24.7,5.4,19.3
2018-06-01,237,19.41,31.2,7.2,24.0
2018-07-01,237,25.31,34.8,15.6,19.2
2018-08-01,237,25.91,34.2,14.8,19.4
2018-09-01,237,27.0,37.1,15.1,22.0
2018-10-01,237,18.67,27.7,11.2,16.5
2018-11-01,237,15.25,25.8,6.7,19.1
2018-12-01,237,8.53,16.8,-0.3,17.1
2018-01-01,38,1.77,11.2,-7.7,18.9
2018-02-01,38,-2.45,8.2,-12.7,20.9
2018-03-01,38,1.73,11.2,-3.6,14.8
2018-04-01,38,5.79,14.4,-2.3,16.7
2018-05-01,38,6.37,15.5,-4.6,20.1
2018-06-01,38,10.63,19.8,0.0,19.8
2018-07-01,38,15.89,24.6,6.3,18.3
2018-08-01,38,16.86,24.6,8.7,15.9
2018-09-01,38,17.6,27.3,8.8,18.5
2018-10-01,38,10.25,17.8,4.2,13.6
2018-11-01,38,8.62,17.7,0.4,17.3
2018-12-01,38,2.73,12.9,-5.7,18.6
2018-01-01,454,0.1,14.1,-7.5,21.6
2018-02-01,454,1.12,13.2,-6.5,19.7
2018-03-01,454,5.97,18.1,-0.1,18.2
2018-04-01,454,11.57,26.6,3.2,23.4
2018-05-01,454,13.99,28.1,3.0,25.1
2018-07-29,454,15.84,30.0,5.2,24.8
2018-08-01,454,23.62,30.0,16.9,13.1
2018-09-01,454,25.09,34.4,14.4,20.0
2018-10-01,454,16.48,25.8,9.0,16.8
2018-11-01,454,14.19,24.0,7.5,16.5
2018-12-01,454,7.88,15.4,0.3,15.1
2018-01-01,78,4.01,13.1,-1.9,15.0
2018-02-01,78,1.2,9.8,-7.1,16.9
2018-03-01,78,6.57,14.8,-0.8,15.6
2018-04-01,78,11.89,25.1,2.0,23.1
2018-05-01,78,14.58,24.5,2.3,22.2
2018-06-01,78,19.24,32.7,-5.6,38.3
2018-07-01,78,25.18,36.1,13.4,22.7
2018-08-01,78,25.95,36.0,8.9,27.1
2018-09-01,78,26.23,38.1,14.6,23.5
2018-10-01,78,18.18,28.8,10.0,18.8
2018-11-01,78,14.07,24.4,5.4,19.0
2018-12-01,78,7.91,16.7,-1.5,18.2
2018-01-01,246,2.63,9.7,-3.6,13.3
2018-02-01,246,1.37,10.9,-6.3,17.2
2018-03-01,246,6.93,15.7,0.0,15.7
2018-04-01,246,12.37,24.9,3.1,21.8
2018-05-01,246,15.17,24.6,5.5,19.1
2018-06-01,246,19.35,31.9,0.0,31.9
2018-07-01,246,25.54,35.4,0.0,35.4
2018-08-01,246,26.07,35.5,0.0,35.5
2018-09-01,246,26.79,38.2,0.0,38.2
2018-10-01,246,18.41,28.3,10.4,17.9
2018-11-01,246,14.62,24.7,6.4,18.3
2018-12-01,246,7.93,16.3,-0.9,17.2
2018-01-01,456,3.17,11.2,-3.7,14.9
2018-02-01,456,-0.04,9.0,-8.7,17.7
2018-03-01,456,4.28,10.2,-1.4,11.6
2018-04-01,456,8.75,20.0,0.1,19.9
2018-05-01,456,10.56,21.4,1.0,20.4
2018-06-01,456,13.86,24.4,3.6,20.8
2018-07-21,456,18.74,27.4,9.5,17.9
2018-08-03,456,21.75,28.3,15.5,12.8
2018-09-01,456,21.31,31.7,12.4,19.3
2018-10-05,456,14.32,20.6,9.5,11.1
2018-11-03,456,11.67,19.9,3.7,16.2
2018-12-01,456,6.27,14.4,-2.5,16.9
2018-01-01,345,3.37,16.0,-4.2,20.2
2018-02-01,345,1.53,11.3,-5.6,16.9
2018-03-01,345,6.76,16.1,1.6,14.5
2018-04-01,345,12.23,24.4,4.2,20.2
2018-05-01,345,14.72,24.5,4.3,20.2
2018-06-01,345,19.08,31.8,6.7,25.1
2018-07-01,345,24.95,36.1,15.3,20.8
2018-08-01,345,25.34,33.5,15.6,17.9
2018-09-01,345,26.1,36.5,15.9,20.6
2018-10-01,345,18.84,28.7,12.2,16.5
2018-11-01,345,14.71,24.0,7.9,16.1
2018-12-01,345,8.08,16.9,-0.1,17.0
2018-01-01,55,3.39,11.9,-2.0,13.9
2018-02-01,55,1.86,11.6,-5.6,17.2
2018-03-01,55,6.79,15.8,1.6,14.2
2018-04-01,55,12.21,24.1,4.4,19.7
2018-05-01,55,14.09,23.7,0.0,23.7
2018-06-01,55,18.49,31.0,7.2,23.8
2018-07-01,55,24.53,35.2,14.3,20.9
2018-08-01,55,25.15,34.0,14.7,19.3
2018-09-01,55,25.72,36.2,15.6,20.6
2018-10-01,55,16.76,28.3,0.0,28.3
2018-11-01,55,12.23,24.1,0.0,24.1
2018-12-01,55,6.31,17.4,-0.1,17.5
2018-01-01,54,2.87,11.6,-2.2,13.8
2018-02-01,54,0.82,11.8,-6.8,18.6
2018-03-01,54,6.77,16.6,0.0,16.6
2018-04-01,54,11.94,25.5,2.6,22.9
2018-05-01,54,15.08,25.9,2.9,23.0
2018-06-01,54,19.2,32.1,5.8,26.3
2018-07-01,54,25.14,36.1,13.2,22.9
2018-08-01,54,25.73,36.2,13.3,22.9
2018-09-01,54,26.27,37.4,14.6,22.8
2018-10-01,54,17.81,28.9,9.2,19.7
2018-11-01,54,14.09,25.3,4.6,20.7
2018-12-01,54,7.6,16.7,-1.8,18.5
2018-01-01,452,2.82,10.7,-3.9,14.6
2018-02-01,452,-3.18,6.4,-12.1,18.5
2018-03-01,452,1.02,10.9,-5.3,16.2
2018-04-01,452,4.43,13.8,-3.4,17.2
2018-05-01,452,4.45,12.6,-5.2,17.8
2018-06-01,452,8.22,17.4,-0.6,18.0
2018-07-01,452,14.56,22.7,6.6,16.1
2018-08-01,452,15.28,22.7,7.3,15.4
2018-09-01,452,16.35,24.6,7.8,16.8
2018-10-28,452,9.94,15.2,3.8,11.4
2018-11-01,452,5.92,12.5,1.2,11.3
2018-12-01,452,1.95,10.3,-5.4,15.7
2018-01-01,457,-0.8,13.8,-8.0,21.8
2018-02-01,457,-4.44,4.2,-13.9,18.1
2018-03-01,457,-0.34,9.1,-5.9,15.0
2018-04-01,457,2.83,10.0,-5.3,15.3
2018-05-01,457,3.04,10.1,-6.8,16.9
2018-06-01,457,7.17,16.0,-2.5,18.5
2018-07-01,457,12.75,20.9,5.0,15.9
2018-08-01,457,13.47,20.1,5.9,14.2
2018-09-01,457,14.79,23.1,5.8,17.3
2018-10-01,457,6.99,13.2,0.2,13.0
2018-11-01,457,7.37,16.1,-0.6,16.7
2018-12-01,457,0.65,8.7,-7.6,16.3
2002-05-11,461,-2.37,11.1,-9.4,20.5
2018-01-06,461,0.0,0.0,0.0,0.0
2018-02-01,461,0.69,10.8,-7.3,18.1
2018-03-01,461,6.89,15.3,1.0,14.3
2018-04-01,461,11.65,23.9,2.5,21.4
2018-05-01,461,13.98,24.6,2.5,22.1
2018-06-01,461,18.22,30.1,0.0,30.1
2018-07-01,461,24.06,34.5,0.0,34.5
2018-08-01,461,24.7,33.6,0.0,33.6
2018-09-01,461,25.48,37.1,14.4,22.7
2018-10-01,461,17.3,27.4,0.0,27.4
2018-11-01,461,13.87,23.5,0.0,23.5
2018-12-01,461,7.9,15.8,-0.8,16.6
2018-01-01,19,3.24,10.6,-3.2,13.8
2018-02-01,19,1.54,9.9,-6.3,16.2
2018-03-01,19,7.16,15.5,-0.6,16.1
2018-04-01,19,12.7,25.9,3.4,22.5
2018-05-01,19,15.49,25.8,4.3,21.5
2018-06-01,19,19.85,33.0,7.6,25.4
2018-07-01,19,26.23,36.9,15.7,21.2
2018-08-01,19,26.61,36.4,15.9,20.5
