yyyy/mm/dd,IdStaz,average,maxtemp,mintemp,deltatemp
2019-08-27,457,13.86,16.3,12.8,3.5
2019-08-28,457,14.21,15.9,12.4,3.5
2019-08-29,457,14.48,16.0,13.2,2.8
2019-08-30,457,15.11,17.5,13.6,3.9
2019-08-31,457,15.37,17.1,14.3,2.8
2019-09-01,457,14.39,16.5,13.3,3.2
2019-09-02,457,14.67,16.6,13.4,3.2
2019-09-03,457,12.23,13.9,9.3,4.6
2019-09-04,457,10.86,12.7,9.2,3.5
2019-09-05,457,11.73,14.6,8.9,5.7
2019-09-06,457,12.23,13.9,10.5,3.4
2019-09-07,457,7.39,10.3,5.7,4.6
2019-09-08,457,7.53,9.6,6.2,3.4
2019-09-09,457,6.03,7.3,3.3,4.0
2019-09-10,457,6.42,9.7,2.8,6.9
2019-09-11,457,7.43,9.3,5.4,3.9
2019-09-12,457,9.82,12.6,7.8,4.8
2019-09-13,457,12.55,14.9,9.9,5.0
2019-09-14,457,13.1,15.7,10.7,5.0
2019-09-15,457,12.85,15.9,11.2,4.7
2019-09-16,457,12.94,15.8,10.8,5.0
2019-09-17,457,14.96,16.8,12.7,4.1
2019-09-18,457,14.23,16.7,12.3,4.4
2019-09-19,457,11.67,13.7,10.3,3.4
2019-09-20,457,8.87,10.9,6.4,4.5
2019-09-21,457,5.85,8.1,4.4,3.7
2019-09-22,457,8.05,9.9,6.6,3.3
2019-09-23,457,7.97,9.6,5.8,3.8
2019-09-24,457,8.51,9.8,5.4,4.4
2019-09-25,457,8.32,9.9,6.9,3.0
2019-09-26,457,8.08,9.4,6.7,2.7
2019-09-27,457,9.37,11.3,6.9,4.4
2019-09-28,457,8.87,10.0,7.7,2.3
2019-09-29,457,9.27,10.3,8.7,1.6
2019-09-30,457,8.91,10.0,7.4,2.6
2019-10-01,457,9.79,13.3,7.7,5.6
2019-10-02,457,9.9,11.1,9.2,1.9
2019-10-03,457,8.39,10.2,6.2,4.0
2019-10-04,457,4.14,7.3,1.9,5.4
2019-10-05,457,2.43,3.9,0.8,3.1
2019-10-06,457,6.8,9.7,2.6,7.1
2019-10-07,457,5.15,7.4,4.2,3.2
2019-10-08,457,5.1,8.1,3.0,5.1
2019-10-09,457,3.86,5.1,3.2,1.9
2019-10-10,457,4.91,6.8,3.5,3.3
2019-10-11,457,6.97,9.7,4.7,5.0
2019-10-12,457,7.09,9.4,5.1,4.3
2019-10-13,457,7.02,8.7,5.5,3.2
2019-10-14,457,8.46,11.3,6.1,5.2
2019-10-15,457,8.8,11.3,6.7,4.6
2019-10-16,457,7.92,8.7,6.7,2.0
2019-10-17,457,6.16,8.8,4.2,4.6
2019-10-18,457,5.36,7.6,4.4,3.2
2019-10-19,457,5.95,7.2,4.1,3.1
2019-10-20,457,6.61,8.1,5.8,2.3
2019-10-21,457,8.11,9.9,6.9,3.0
2019-10-22,457,9.51,10.2,8.6,1.6
2019-10-23,457,11.24,12.7,9.1,3.6
2019-10-24,457,10.76,12.0,9.3,2.7
2019-10-25,457,8.26,10.9,5.0,5.9
2019-10-26,457,9.46,12.1,7.2,4.9
2019-10-27,457,11.51,13.7,9.2,4.5
2019-10-28,457,12.1,14.1,9.8,4.3
2019-10-29,457,8.18,10.1,5.7,4.4
2019-10-30,457,6.42,7.4,5.7,1.7
2019-10-31,457,5.13,6.0,4.0,2.0
2019-11-01,457,3.18,4.3,1.7,2.6
2019-11-02,457,2.33,3.8,1.4,2.4
2019-11-03,457,4.27,5.8,1.5,4.3
2019-11-04,457,4.9,6.1,2.9,3.2
2019-11-05,457,4.26,6.1,1.4,4.7
2019-11-06,457,3.81,5.5,1.2,4.3
2019-11-07,457,0.74,1.9,-0.6,2.5
2019-11-08,457,-0.1,1.0,-1.7,2.7
2019-11-09,457,0.22,0.7,-0.6,1.3
2019-11-10,457,-1.2,0.4,-2.2,2.6
2019-11-11,457,-1.61,0.4,-3.3,3.7
2019-11-12,457,0.03,1.6,-1.6,3.2
2019-11-13,457,0.88,2.3,-2.7,5.0
2019-11-14,457,-3.04,-0.5,-4.7,4.2
2019-11-15,457,-1.95,0.2,-3.5,3.7
2019-11-16,457,1.1,2.3,-0.7,3.0
2019-11-17,457,-0.91,0.2,-2.2,2.4
2019-11-18,457,0.67,3.3,-2.6,5.9
2019-11-19,457,-2.3,-0.2,-3.7,3.5
2019-11-20,457,0.83,2.1,0.1,2.0
2019-11-21,457,1.7,2.8,0.9,1.9
2019-11-22,457,-0.3,1.1,-1.2,2.3
2019-11-23,457,0.22,0.5,-0.6,1.1
2019-11-24,457,1.58,3.3,0.4,2.9
2019-11-25,457,3.04,4.0,1.5,2.5
2019-11-26,457,4.95,7.7,3.2,4.5
2019-11-27,457,4.63,6.6,2.5,4.1
2019-11-28,457,2.18,2.9,1.3,1.6
2019-11-29,457,0.93,1.7,-0.2,1.9
2019-11-30,457,1.53,3.0,-0.5,3.5
2019-12-01,457,1.16,2.8,-2.2,5.0
2019-12-02,457,-0.94,0.7,-2.3,3.0
2019-12-03,457,0.91,3.2,-1.8,5.0
2019-12-04,457,-2.62,-1.0,-3.8,2.8
2019-12-05,457,2.84,4.9,-2.7,7.6
2019-12-06,457,3.8,6.4,1.1,5.3
2019-12-07,457,1.37,2.3,0.5,1.8
2019-12-08,457,2.42,4.9,-0.3,5.2
2019-12-09,457,0.85,3.3,-0.3,3.6
2019-12-10,457,-0.56,0.3,-2.1,2.4
2019-12-11,457,-2.12,0.0,-4.3,4.3
2019-12-12,457,0.02,4.3,-5.2,9.5
2019-12-13,457,-5.77,-2.2,-8.0,5.8
2019-12-14,457,-5.01,-2.3,-6.8,4.5
2019-12-15,457,1.21,4.8,-2.7,7.5
2019-12-16,457,2.04,5.9,0.4,5.5
2019-12-17,457,1.95,2.4,1.3,1.1
2019-12-18,457,2.89,3.6,1.9,1.7
2019-12-19,457,3.21,4.2,2.4,1.8
2019-12-20,457,2.73,3.2,1.9,1.3
2019-12-21,457,1.65,3.4,0.6,2.8
2019-12-22,457,1.38,3.7,-0.3,4.0
2019-12-23,457,0.04,2.7,-2.9,5.6
2019-12-24,457,-0.63,0.6,-2.0,2.6
2019-12-25,457,0.92,4.1,-2.2,6.3
2019-12-26,457,1.69,3.9,-1.1,5.0
2019-12-27,457,-1.3,-0.2,-2.3,2.1
2019-12-28,457,0.53,2.3,-2.1,4.4
2019-12-29,457,-2.42,-0.3,-4.0,3.7
2019-12-30,457,0.43,3.0,-2.8,5.8
2019-12-31,457,2.78,4.2,-0.4,4.6
2019-01-01,461,4.77,6.9,2.9,4.0
2019-01-02,461,5.02,7.8,0.5,7.3
2019-01-03,461,3.47,11.4,-1.4,12.8
2019-01-04,461,2.48,7.4,-1.6,9.0
2019-01-05,461,0.43,6.1,-2.5,8.6
2019-01-06,461,-0.77,3.9,-3.2,7.1
2019-01-07,461,3.25,15.5,-2.9,18.4
2019-01-08,461,3.86,8.7,0.4,8.3
2019-01-09,461,2.2,4.6,-0.4,5.0
2019-01-10,461,1.37,8.2,-5.1,13.3
2019-01-11,461,4.69,7.7,0.5,7.2
2019-01-12,461,1.76,7.3,-1.6,8.9
2019-01-13,461,1.13,4.0,-1.7,5.7
2019-01-14,461,2.32,7.8,-1.6,9.4
2019-01-15,461,4.98,10.6,0.1,10.5
2019-01-16,461,5.05,11.4,0.7,10.7
2019-01-17,461,3.67,8.6,-0.7,9.3
2019-01-18,461,5.69,6.8,4.4,2.4
2019-01-19,461,5.44,6.8,2.7,4.1
2019-01-20,461,3.55,6.0,-0.2,6.2
2019-01-21,461,0.89,5.3,-1.8,7.1
2019-01-22,461,2.32,7.3,-1.3,8.6
2019-01-23,461,2.3,7.7,-1.7,9.4
2019-01-24,461,1.49,3.3,0.1,3.2
2019-01-25,461,3.3,8.9,-0.6,9.5
2019-01-26,461,1.78,7.3,-1.7,9.0
2019-01-27,461,0.31,4.8,-2.7,7.5
2019-01-28,461,1.4,3.8,-1.5,5.3
2019-01-29,461,2.5,6.6,-0.2,6.8
2019-01-30,461,2.48,8.4,-0.8,9.2
2019-01-31,461,2.96,5.9,0.2,5.7
2019-02-01,461,3.26,7.4,-0.6,8.0
2019-02-02,461,5.11,7.9,2.4,5.5
2019-02-03,461,7.3,9.2,4.1,5.1
2019-02-04,461,6.02,7.8,0.0,7.8
2019-02-05,461,5.9,11.9,1.6,10.3
2019-02-06,461,3.92,11.1,-0.3,11.4
2019-02-07,461,5.31,13.4,0.0,13.4
2019-02-08,461,5.11,10.1,0.3,9.8
2019-02-09,461,6.72,13.5,2.3,11.2
2019-02-10,461,5.97,10.8,1.4,9.4
2019-02-11,461,6.58,7.8,5.8,2.0
2019-02-12,461,6.58,12.7,2.6,10.1
2019-02-13,461,7.44,15.8,2.2,13.6
2019-02-14,461,5.71,11.3,2.1,9.2
2019-02-15,461,5.94,13.8,1.1,12.7
2019-02-16,461,7.18,15.1,2.6,12.5
2019-02-17,461,6.99,15.1,2.6,12.5
2019-02-18,461,8.15,16.5,3.3,13.2
2019-02-19,461,7.86,15.3,3.4,11.9
2019-02-20,461,6.09,11.9,2.3,9.6
2019-02-21,461,4.54,9.0,1.7,7.3
2019-02-22,461,6.44,12.4,1.4,11.0
2019-02-23,461,9.15,20.7,3.6,17.1
2019-02-24,461,5.31,8.2,-0.4,8.6
2019-02-25,461,3.65,9.7,-1.1,10.8
2019-02-26,461,7.46,17.4,0.2,17.2
2019-02-27,461,10.43,16.9,5.4,11.5
2019-02-28,461,12.98,21.5,6.7,14.8
2019-03-01,461,9.66,16.4,4.9,11.5
2019-03-02,461,9.03,14.2,5.2,9.0
2019-03-03,461,9.14,16.2,3.2,13.0
2019-03-04,461,10.0,16.3,4.7,11.6
2019-03-05,461,7.75,11.7,3.8,7.9
2019-03-06,461,8.34,14.3,2.4,11.9
2019-03-07,461,9.41,14.7,3.8,10.9
2019-03-08,461,10.61,14.3,7.6,6.7
2019-03-09,461,10.8,17.1,4.9,12.2
2019-03-10,461,11.01,17.5,5.3,12.2
2019-03-11,461,10.18,15.4,0.0,15.4
2019-03-12,461,10.72,17.6,4.1,13.5
2019-03-13,461,8.18,15.9,1.0,14.9
2019-03-14,461,5.96,10.5,1.6,8.9
2019-03-15,461,7.09,14.3,1.0,13.3
2019-03-16,461,9.04,17.6,2.2,15.4
2019-03-17,461,10.78,16.8,4.9,11.9
2019-03-18,461,11.84,15.3,7.2,8.1
2019-03-19,461,9.06,12.8,3.7,9.1
2019-03-20,461,7.27,12.6,2.3,10.3
2019-03-21,461,7.92,13.5,3.9,9.6
2019-03-22,461,8.81,15.7,2.2,13.5
2019-03-23,461,11.22,20.3,4.0,16.3
2019-03-24,461,13.94,22.7,7.3,15.4
2019-03-25,461,15.26,23.3,8.1,15.2
2019-03-26,461,14.99,20.8,7.9,12.9
2019-03-27,461,9.41,15.4,4.4,11.0
2019-03-28,461,8.57,15.2,3.6,11.6
2019-03-29,461,9.11,16.0,3.4,12.6
2019-03-30,461,11.03,17.5,4.4,13.1
2019-03-31,461,12.1,19.8,5.8,14.0
2019-04-01,461,13.1,21.3,6.2,15.1
2019-04-02,461,15.51,22.4,8.2,14.2
2019-04-03,461,15.9,21.3,10.4,10.9
2019-04-04,461,13.63,17.3,10.8,6.5
2019-04-05,461,11.88,14.6,9.8,4.8
2019-04-06,461,10.56,14.5,7.7,6.8
2019-04-07,461,11.86,13.0,9.8,3.2
2019-04-11,461,11.52,15.8,8.1,7.7
2019-04-12,461,11.62,13.9,10.0,3.9
2019-04-13,461,11.18,14.8,9.2,5.6
2019-04-14,461,10.12,13.3,8.7,4.6
2019-04-15,461,9.96,11.8,8.8,3.0
2019-04-16,461,11.77,18.2,6.2,12.0
2019-04-17,461,12.95,18.9,7.4,11.5
2019-04-18,461,14.01,21.1,7.5,13.6
2019-04-19,461,14.9,20.6,9.4,11.2
2019-04-20,461,15.09,21.1,9.2,11.9
2019-04-21,461,16.09,23.2,8.7,14.5
2019-04-22,461,16.37,23.2,10.2,13.0
2019-04-23,461,14.79,19.2,8.8,10.4
2019-04-24,461,12.12,14.3,11.6,2.7
2019-04-25,461,15.55,20.1,12.3,7.8
2019-04-26,461,15.67,20.6,12.6,8.0
2019-04-27,461,14.96,19.4,9.1,10.3
2019-04-28,461,13.75,21.1,7.2,13.9
2019-04-29,461,11.88,14.4,7.7,6.7
2019-04-30,461,10.28,14.8,6.9,7.9
2019-05-01,461,13.69,19.9,7.1,12.8
2019-05-02,461,15.63,22.5,8.9,13.6
2019-05-03,461,16.16,22.0,9.5,12.5
2019-05-04,461,14.17,17.9,11.8,6.1
2019-05-05,461,13.46,17.3,10.9,6.4
2019-05-06,461,8.78,12.1,6.4,5.7
2019-05-07,461,10.98,17.0,6.2,10.8
2019-05-08,461,11.91,16.6,6.4,10.2
2019-05-09,461,11.51,14.9,8.4,6.5
2019-05-10,461,13.13,19.1,9.8,9.3
2019-05-11,461,15.87,21.3,10.5,10.8
2019-05-12,461,15.04,18.7,10.9,7.8
2019-05-13,461,11.69,14.2,10.1,4.1
2019-05-14,461,15.86,20.4,10.6,9.8
2019-05-15,461,11.89,16.1,5.7,10.4
2019-05-16,461,9.25,15.4,4.8,10.6
2019-05-17,461,13.38,18.1,6.8,11.3
2019-05-18,461,15.21,18.7,10.9,7.8
2019-05-19,461,13.64,16.3,11.6,4.7
2019-05-20,461,12.81,14.0,12.0,2.0
2019-05-21,461,13.94,17.6,11.7,5.9
2019-05-22,461,15.27,18.8,12.4,6.4
2019-05-23,461,16.38,21.8,12.9,8.9
2019-05-24,461,18.01,23.0,12.6,10.4
2019-05-25,461,19.24,24.9,14.7,10.2
2019-05-26,461,18.44,24.3,15.4,8.9
2019-05-27,461,19.11,24.2,14.7,9.5
2019-05-28,461,15.38,17.3,14.2,3.1
2019-05-29,461,16.47,22.9,13.8,9.1
2019-05-30,461,14.49,18.3,11.9,6.4
2019-05-31,461,15.89,20.3,11.1,9.2
2019-06-01,461,17.62,23.8,10.2,13.6
2019-06-02,461,21.31,27.9,13.6,14.3
2019-06-03,461,23.1,29.2,16.6,12.6
2019-06-04,461,24.0,29.8,17.6,12.2
2019-06-05,461,24.16,31.3,18.1,13.2
2019-06-06,461,23.14,28.4,18.1,10.3
2019-06-07,461,19.97,24.8,16.4,8.4
2019-06-08,461,21.44,27.6,15.4,12.2
2019-06-09,461,23.27,30.3,17.4,12.9
2019-06-10,461,23.77,30.1,17.7,12.4
2019-06-11,461,25.67,29.6,20.1,9.5
2019-06-12,461,26.97,30.4,22.8,7.6
2019-06-13,461,26.31,32.7,20.9,11.8
2019-06-14,461,23.5,30.1,18.0,12.1
2019-06-15,461,24.65,30.9,16.9,14.0
2019-06-16,461,26.98,32.0,21.9,10.1
2019-06-17,461,24.98,33.3,18.6,14.7
2019-06-18,461,25.45,30.9,18.7,12.2
2019-06-19,461,25.18,31.8,19.5,12.3
2019-06-20,461,26.03,32.1,19.9,12.2
2019-06-21,461,25.58,31.6,19.6,12.0
2019-06-22,461,26.08,32.5,19.9,12.6
2019-06-23,461,23.25,25.9,18.3,7.6
2019-06-24,461,23.44,31.2,16.2,15.0
2019-06-25,461,25.81,31.9,18.8,13.1
2019-06-26,461,27.23,34.1,20.7,13.4
2019-06-27,461,28.94,35.9,22.2,13.7
2019-06-28,461,30.04,37.8,22.5,15.3
2019-06-29,461,29.7,34.7,24.2,10.5
2019-06-30,461,27.33,32.1,22.7,9.4
2019-07-01,461,27.26,34.6,19.8,14.8
2019-07-02,461,28.13,35.3,20.5,14.8
2019-07-03,461,27.95,33.9,21.4,12.5
2019-07-04,461,25.84,33.1,19.0,14.1
2019-07-05,461,24.87,31.2,18.0,13.2
2019-07-06,461,26.64,33.4,20.1,13.3
2019-07-07,461,27.72,33.3,21.5,11.8
2019-07-08,461,24.72,31.8,20.0,11.8
2019-07-09,461,25.46,31.7,19.4,12.3
2019-07-10,461,23.14,28.4,19.4,9.0
2019-07-11,461,22.95,27.0,18.2,8.8
2019-07-12,461,22.33,25.4,17.4,8.0
2019-07-13,461,21.68,28.7,16.0,12.7
2019-07-14,461,22.05,28.1,16.2,11.9
2019-07-15,461,21.61,28.6,14.4,14.2
2019-07-16,461,20.74,25.6,16.8,8.8
2019-07-17,461,22.81,28.5,15.9,12.6
2019-07-18,461,23.84,30.2,17.2,13.0
2019-07-19,461,23.48,28.0,19.3,8.7
2019-07-20,461,24.55,30.7,18.2,12.5
2019-07-21,461,25.45,31.7,19.5,12.2
2019-07-22,461,26.55,32.7,20.5,12.2
2019-07-23,461,27.72,32.7,22.5,10.2
2019-07-24,461,28.15,34.1,21.8,12.3
2019-07-25,461,28.88,35.0,22.2,12.8
2019-07-26,461,29.47,36.1,22.7,13.4
2019-07-27,461,29.6,35.5,23.7,11.8
2019-07-28,461,24.62,31.3,18.9,12.4
2019-07-29,461,21.02,24.3,18.8,5.5
2019-07-30,461,24.81,30.6,20.2,10.4
2019-07-31,461,26.17,32.1,20.8,11.3
2019-08-01,461,25.27,31.1,20.9,10.2
2019-08-02,461,25.24,31.3,19.1,12.2
2019-08-03,461,22.45,28.1,17.5,10.6
2019-08-04,461,23.3,30.3,16.6,13.7
2019-08-05,461,24.47,29.9,19.3,10.6
2019-08-06,461,25.11,31.1,19.3,11.8
2019-08-07,461,25.65,30.5,20.4,10.1
2019-08-08,461,23.95,28.5,20.1,8.4
2019-08-09,461,24.44,31.0,18.9,12.1
2019-08-10,461,26.1,32.3,20.9,11.4
2019-08-11,461,27.31,33.5,21.8,11.7
2019-08-12,461,27.24,32.6,22.4,10.2
2019-08-13,461,25.9,30.7,19.8,10.9
2019-08-14,461,24.84,31.4,19.6,11.8
2019-08-15,461,23.06,27.1,18.8,8.3
2019-08-16,461,22.93,27.7,18.3,9.4
2019-08-17,461,21.35,27.4,15.8,11.6
2019-08-18,461,22.28,28.5,16.6,11.9
2019-08-19,461,23.73,30.2,17.8,12.4
2019-08-20,461,25.14,31.9,20.0,11.9
2019-08-21,461,26.24,31.8,21.1,10.7
2019-08-22,461,26.71,31.7,20.9,10.8
2019-08-23,461,25.06,29.5,21.4,8.1
2019-08-24,461,24.43,28.1,20.8,7.3
2019-08-25,461,25.53,31.4,21.1,10.3
2019-08-26,461,25.12,31.1,19.3,11.8
2019-08-27,461,25.09,31.0,20.8,10.2
2019-08-28,461,25.55,31.8,20.1,11.7
2019-08-29,461,26.07,32.7,21.4,11.3
2019-08-30,461,25.45,32.7,19.1,13.6
2019-08-31,461,26.82,32.5,21.8,10.7
2019-09-01,461,24.36,32.1,19.0,13.1
2019-09-02,461,24.62,31.8,18.6,13.2
2019-09-03,461,22.23,28.0,0.0,28.0
2019-09-04,461,21.63,26.7,17.1,9.6
2019-09-05,461,20.54,26.8,14.9,11.9
2019-09-06,461,21.45,27.9,15.1,12.8
2019-09-07,461,18.51,23.1,15.4,7.7
2019-09-17,461,16.62,22.9,14.1,8.8
2019-09-18,461,20.99,21.4,18.0,3.4
2019-09-19,461,20.78,26.1,17.7,8.4
2019-09-20,461,19.04,22.3,16.6,5.7
2019-09-21,461,15.88,19.7,11.2,8.5
2019-09-22,461,15.2,21.7,9.3,12.4
2019-09-23,461,15.74,19.4,0.0,19.4
2019-09-24,461,14.81,16.3,13.1,3.2
2019-09-25,461,17.62,24.4,12.7,11.7
2019-09-26,461,17.67,22.4,14.2,8.2
2019-09-27,461,18.32,23.1,14.3,8.8
2019-09-28,461,18.8,23.2,14.8,8.4
2019-09-29,461,19.64,24.4,16.2,8.2
2019-10-01,461,18.98,24.3,15.0,9.3
2019-10-02,461,24.4,24.4,24.4,0.0
2019-10-03,461,18.44,23.2,14.8,8.4
2019-10-04,461,13.81,18.7,9.4,9.3
2019-10-05,461,13.16,17.7,8.8,8.9
2019-10-06,461,14.3,19.5,9.2,10.3
2019-10-07,461,14.13,18.3,10.8,7.5
2019-10-08,461,14.29,19.4,11.0,8.4
2019-10-09,461,13.62,18.4,11.1,7.3
2019-10-10,461,14.05,18.6,10.3,8.3
2019-10-11,461,15.03,20.4,11.5,8.9
2019-10-12,461,15.44,21.0,11.8,9.2
2019-10-13,461,14.45,19.8,10.3,9.5
2019-10-14,461,14.74,20.1,11.0,9.1
2019-10-15,461,15.71,20.9,11.5,9.4
2019-10-16,461,16.52,18.5,14.3,4.2
2019-10-17,461,14.43,20.4,11.0,9.4
2019-10-18,461,15.27,20.4,11.7,8.7
2019-10-19,461,15.74,19.1,13.6,5.5
2019-10-20,461,15.69,16.9,14.4,2.5
2019-10-21,461,18.1,22.0,13.8,8.2
2019-10-22,461,18.68,20.8,16.4,4.4
2019-10-23,461,17.67,23.1,13.8,9.3
2019-10-24,461,17.11,23.9,13.8,10.1
2019-10-25,461,15.96,18.4,13.4,5.0
2019-10-26,461,16.25,21.7,12.1,9.6
2019-10-27,461,15.19,22.7,10.9,11.8
2019-10-28,461,14.84,20.9,11.2,9.7
2019-10-29,461,14.37,18.5,11.7,6.8
2019-10-30,461,14.62,15.7,12.7,3.0
2019-10-31,461,12.74,13.7,11.7,2.0
2019-11-01,461,10.87,12.8,8.8,4.0
2019-11-02,461,10.74,13.9,7.2,6.7
2019-11-03,461,10.3,11.2,9.3,1.9
2019-11-04,461,12.45,13.4,10.5,2.9
2019-11-05,461,12.52,17.2,8.4,8.8
2019-11-06,461,12.85,17.2,9.2,8.0
2019-11-07,461,10.29,13.8,8.1,5.7
2019-11-08,461,10.4,14.1,6.2,7.9
2019-11-09,461,10.32,12.0,9.4,2.6
2019-11-10,461,9.27,14.0,6.0,8.0
2019-11-11,461,8.16,13.9,4.4,9.5
2019-11-12,461,9.21,11.3,5.3,6.0
2019-11-13,461,11.04,13.3,8.6,4.7
2019-11-14,461,8.23,12.4,4.4,8.0
2019-11-15,461,9.29,13.1,3.9,9.2
2019-11-16,461,10.21,12.1,7.3,4.8
2019-11-17,461,9.7,13.5,7.3,6.2
2019-11-18,461,10.55,14.6,4.3,10.3
2019-11-19,461,7.76,12.5,2.8,9.7
2019-11-20,461,10.5,11.2,8.8,2.4
2019-11-21,461,10.47,15.1,6.9,8.2
2019-11-22,461,8.74,11.8,5.4,6.4
2019-11-23,461,10.55,12.7,0.0,12.7
2019-11-24,461,11.99,13.8,10.1,3.7
2019-11-25,461,13.19,14.7,11.5,3.2
2019-11-26,461,13.72,20.1,9.3,10.8
2019-11-27,461,10.64,15.1,7.7,7.4
2019-11-28,461,9.65,10.4,8.0,2.4
2019-11-29,461,8.81,10.3,6.8,3.5
2019-11-30,461,8.34,13.0,3.7,9.3
2019-12-01,461,6.24,10.3,2.3,8.0
2019-12-02,461,8.54,9.6,7.3,2.3
2019-12-03,461,8.71,10.6,7.9,2.7
2019-12-04,461,5.77,9.4,2.2,7.2
2019-12-05,461,2.88,7.9,0.5,7.4
2019-12-06,461,3.55,10.6,0.1,10.5
2019-12-07,461,3.76,8.8,0.8,8.0
2019-12-08,461,4.59,8.9,1.9,7.0
2019-12-09,461,5.19,9.9,1.8,8.1
2019-12-10,461,5.49,9.0,2.5,6.5
2019-12-11,461,6.05,14.6,2.3,12.3
2019-12-12,461,2.86,8.6,-0.1,8.7
2019-12-13,461,1.44,3.1,-2.2,5.3
2019-12-14,461,0.99,3.9,-2.3,6.2
2019-12-15,461,3.37,9.1,-0.8,9.9
2019-12-16,461,7.21,10.4,2.9,7.5
2019-12-17,461,9.73,13.3,6.0,7.3
2019-12-18,461,12.52,14.8,10.3,4.5
2019-12-19,461,12.95,15.7,10.0,5.7
2019-12-20,461,12.32,14.1,9.2,4.9
2019-12-21,461,9.53,11.1,7.2,3.9
2019-12-22,461,10.06,12.4,6.5,5.9
2019-12-23,461,8.07,11.7,4.5,7.2
2019-12-24,461,7.86,14.2,5.2,9.0
2019-12-25,461,6.65,12.0,3.2,8.8
2019-12-26,461,5.85,12.2,2.4,9.8
2019-12-27,461,6.13,12.8,2.3,10.5
2019-12-28,461,5.77,11.9,2.8,9.1
2019-12-29,461,5.56,10.2,1.2,9.0
2019-12-30,461,2.33,7.3,0.1,7.2
2019-12-31,461,0.96,5.1,-1.9,7.0
2019-01-01,19,2.44,7.6,-1.2,8.8
2019-01-02,19,4.3,6.3,2.3,4.0
2019-01-03,19,3.03,6.2,-1.2,7.4
2019-01-04,19,2.51,7.3,-1.0,8.3
2019-01-05,19,0.01,4.5,-4.3,8.8
2019-01-06,19,-0.36,3.6,-3.4,7.0
2019-01-07,19,1.15,8.4,-3.3,11.7
2019-01-08,19,3.19,9.7,-1.6,11.3
2019-01-09,19,1.45,3.6,-0.6,4.2
2019-01-10,19,-0.02,2.0,-2.2,4.2
2019-01-11,19,0.94,6.6,-2.2,8.8
2019-01-12,19,1.11,7.3,-2.1,9.4
2019-01-13,19,0.53,3.1,-1.9,5.0
2019-01-14,19,2.22,7.1,-1.8,8.9
2019-01-15,19,4.82,10.9,-1.7,12.6
2019-01-16,19,5.23,12.0,0.6,11.4
2019-01-17,19,3.77,9.7,-0.9,10.6
2019-01-18,19,5.28,7.4,3.4,4.0
2019-01-19,19,6.16,7.6,5.2,2.4
2019-01-20,19,4.99,7.2,2.1,5.1
2019-01-21,19,2.52,5.9,-0.6,6.5
2019-01-22,19,2.92,7.1,0.1,7.0
2019-01-23,19,3.47,7.9,-0.9,8.8
2019-01-24,19,2.4,5.1,1.1,4.0
2019-01-25,19,4.52,8.9,1.5,7.4
2019-01-26,19,2.89,8.0,-0.8,8.8
2019-01-27,19,-0.09,4.2,-4.4,8.6
2019-01-28,19,1.52,4.0,-1.2,5.2
2019-01-29,19,3.08,5.5,1.2,4.3
2019-01-30,19,3.11,8.3,-0.5,8.8
2019-01-31,19,4.24,7.4,1.2,6.2
2019-02-01,19,3.24,7.2,0.9,6.3
2019-02-02,19,4.0,5.2,2.6,2.6
2019-02-03,19,4.83,6.7,3.1,3.6
2019-02-04,19,5.98,7.4,4.2,3.2
2019-02-05,19,6.81,12.2,2.3,9.9
2019-02-06,19,4.82,11.1,-0.3,11.4
2019-02-07,19,5.75,13.1,-0.5,13.6
2019-02-08,19,5.23,9.9,-0.2,10.1
2019-02-09,19,7.14,13.1,1.7,11.4
2019-02-10,19,6.68,12.5,1.2,11.3
2019-02-11,19,7.46,9.7,6.4,3.3
2019-02-12,19,8.16,13.3,4.2,9.1
2019-02-13,19,9.17,15.6,3.9,11.7
2019-02-14,19,7.44,12.6,3.3,9.3
2019-02-15,19,6.12,12.3,0.6,11.7
2019-02-16,19,7.24,14.3,1.2,13.1
2019-02-17,19,8.16,16.2,2.2,14.0
2019-02-18,19,8.28,17.3,1.5,15.8
2019-02-19,19,8.31,16.4,1.9,14.5
2019-02-20,19,6.98,14.5,2.1,12.4
2019-02-21,19,6.34,10.7,1.4,9.3
2019-02-22,19,6.39,13.4,1.4,12.0
2019-02-23,19,8.72,19.1,1.7,17.4
2019-02-24,19,6.7,10.1,1.9,8.2
2019-02-25,19,5.03,10.5,-0.3,10.8
2019-02-26,19,7.92,15.7,0.7,15.0
2019-02-27,19,10.15,18.9,3.1,15.8
2019-02-28,19,12.12,20.9,4.8,16.1
2019-03-01,19,10.96,18.1,4.7,13.4
2019-03-02,19,9.41,14.9,4.7,10.2
2019-03-03,19,9.82,17.4,3.2,14.2
2019-03-04,19,10.82,18.1,4.2,13.9
2019-03-05,19,7.74,11.3,4.4,6.9
2019-03-06,19,9.2,14.9,3.6,11.3
2019-03-07,19,10.25,16.4,3.5,12.9
2019-03-08,19,12.74,17.3,9.5,7.8
2019-03-09,19,12.3,19.7,5.7,14.0
2019-03-10,19,11.91,19.1,5.3,13.8
2019-03-11,19,11.05,17.0,5.6,11.4
2019-03-12,19,11.55,18.8,6.4,12.4
2019-03-13,19,10.17,17.3,3.4,13.9
2019-03-14,19,7.06,11.7,2.6,9.1
2019-03-15,19,8.09,15.8,1.3,14.5
